time, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12
Time(s), VOLT 1 [BUS1 16.500], ANGL 1 [BUS1 16.500], VOLT 2 [BUS2 230.00], ANGL 2 [BUS2 230.00], FREQ 1 [BUS1 16.500], FREQ 2 [BUS2 230.00], FREQ 3 [BUS3 230.00], GREFGEN1, VREFGEN1, PELECGEN1, QELECGEN1, PMECHGEN1
1.60002, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
1.65002, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
1.70002, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
1.75003, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
1.80003, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
1.85003, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
1.90003, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
1.95004, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.00004, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.00004, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.05003, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.10003, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.15003, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.20002, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.25002, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.30002, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.35001, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.40001, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.45, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.5, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.55, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.59999, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.64999, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.69999, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.74998, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.79998, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.84998, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
2.89997, 1.01118, 0.245679, 0, 0, 4.82047e-43, 0, 0, 0, 1.11281, 0, 0, 0
